"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","member_casual","ride_length","day_of_week","year","month","day","time","date","hour","day_type"
"4D9F3EA92789C641","classic_bike",2023-09-29 11:47:11,"2023-09-29 20:36:04","DuSable Lake Shore Dr & Wellington Ave","TA1307000041","Albany Ave & Bloomingdale Ave","15655","casual",11933,"Friday","2023","09","29","11:47:11",2023-09-29,"11","Weekday"
"47666B85547F4C9B","classic_bike",2023-09-14 11:17:13,"2023-09-15 12:16:55","Clark St & Ida B Wells Dr","TA1305000009","","","member",70182,"Thursday","2023","09","14","11:17:13",2023-09-14,"11","Weekday"
"1623B38456B11CDC","classic_bike",2023-09-22 13:38:46,"2023-09-23 14:38:42","Kedzie Ave & Milwaukee Ave","13085","","","casual",70196,"Friday","2023","09","22","13:38:46",2023-09-22,"13","Weekday"
"BE49BE3DA89B488D","classic_bike",2023-09-18 18:11:01,"2023-09-19 19:10:56","Elizabeth St & Randolph St","23001","","","casual",70195,"Monday","2023","09","18","18:11:01",2023-09-18,"18","Weekday"
"133D4359198592CE","classic_bike",2023-09-05 06:35:06,"2023-09-06 07:34:58","Michigan Ave & Washington St","13001","","","member",70192,"Tuesday","2023","09","05","06:35:06",2023-09-05,"06","Weekday"
"034B46C730B38FE1","classic_bike",2023-09-04 15:46:58,"2023-09-05 16:46:45","Michigan Ave & Washington St","13001","","","casual",70187,"Monday","2023","09","04","15:46:58",2023-09-04,"15","Weekday"
"F5D1CF6C2C137873","classic_bike",2023-09-04 15:47:20,"2023-09-05 16:47:13","Michigan Ave & Washington St","13001","","","casual",70193,"Monday","2023","09","04","15:47:20",2023-09-04,"15","Weekday"
"E9E30A7ACD25BAF6","classic_bike",2023-09-04 15:47:39,"2023-09-05 16:47:32","Michigan Ave & Washington St","13001","","","casual",70193,"Monday","2023","09","04","15:47:39",2023-09-04,"15","Weekday"
"8E49ABF023DBB956","classic_bike",2023-09-24 10:59:40,"2023-09-25 11:59:36","Broadway & Argyle St","13108","","","casual",70196,"Sunday","2023","09","24","10:59:40",2023-09-24,"10","Weekend"
"A42A1B24CBF685A8","classic_bike",2023-09-29 19:34:13,"2023-09-30 20:34:09","Western Ave & 21st St","13091","","","casual",70196,"Friday","2023","09","29","19:34:13",2023-09-29,"19","Weekday"
"E56D6C51A8D826EB","classic_bike",2023-09-05 17:50:15,"2023-09-06 18:49:53","Franklin St & Chicago Ave","13017","","","casual",70178,"Tuesday","2023","09","05","17:50:15",2023-09-05,"17","Weekday"
"B3A33E2AEA9F0E17","classic_bike",2023-09-20 23:54:23,"2023-09-22 00:54:18","Throop St & Taylor St","13139","","","casual",70195,"Wednesday","2023","09","20","23:54:23",2023-09-20,"23","Weekday"
"46FFD003E6EC997D","classic_bike",2023-09-30 06:52:47,"2023-10-01 07:52:24","Dearborn St & Monroe St","TA1305000006","","","casual",70177,"Saturday","2023","09","30","06:52:47",2023-09-30,"06","Weekend"
"3089BEF2072043F0","classic_bike",2023-09-15 02:43:54,"2023-09-16 03:43:49","Leavitt St & Armitage Ave","TA1309000029","","","casual",70195,"Friday","2023","09","15","02:43:54",2023-09-15,"02","Weekday"
"7DB01AD604CDC721","classic_bike",2023-09-03 14:27:34,"2023-09-04 15:27:12","Racine Ave & Wrightwood Ave","TA1309000059","","","casual",70178,"Sunday","2023","09","03","14:27:34",2023-09-03,"14","Weekend"
"8198956AF03AD103","classic_bike",2023-09-21 15:23:44,"2023-09-22 16:23:22","Leavitt St & Archer Ave","KA1503000068","","","casual",70178,"Thursday","2023","09","21","15:23:44",2023-09-21,"15","Weekday"
"CA138C998EE2E571","classic_bike",2023-09-24 08:26:17,"2023-09-25 09:26:12","DuSable Lake Shore Dr & North Blvd","LF-005","","","casual",70195,"Sunday","2023","09","24","08:26:17",2023-09-24,"08","Weekend"
"17BF166118196510","classic_bike",2023-09-02 18:42:43,"2023-09-03 09:11:25","Sheffield Ave & Willow St","TA1306000032","Larrabee St & Menomonee St","TA1306000007","casual",32322,"Saturday","2023","09","02","18:42:43",2023-09-02,"18","Weekend"
"998A9A80005811DC","classic_bike",2023-09-19 13:51:04,"2023-09-20 01:00:06","900 W Harrison St","13028","Throop St & Taylor St","13139","casual",20342,"Tuesday","2023","09","19","13:51:04",2023-09-19,"13","Weekday"
"A8CED4AD9CCC0A03","classic_bike",2023-09-12 16:50:34,"2023-09-13 14:45:16","Dusable Harbor","KA1503000064","Clark St & Randolph St","TA1305000030","casual",59082,"Tuesday","2023","09","12","16:50:34",2023-09-12,"16","Weekday"
"00FAB0FAC024AD9C","classic_bike",2023-09-15 11:26:41,"2023-09-15 20:02:36","Mies van der Rohe Way & Chestnut St","15529","State St & Randolph St","TA1305000029","casual",11155,"Friday","2023","09","15","11:26:41",2023-09-15,"11","Weekday"
"6A3A157A6F9F36F4","classic_bike",2023-09-29 16:31:28,"2023-09-30 07:22:32","Canal St & Adams St","13011","Desplaines St & Kinzie St","TA1306000003","casual",33664,"Friday","2023","09","29","16:31:28",2023-09-29,"16","Weekday"
"31F9AE6A0DF57FB4","classic_bike",2023-09-14 16:38:55,"2023-09-15 17:38:48","Kingsbury St & Kinzie St","KA1503000043","","","casual",70193,"Thursday","2023","09","14","16:38:55",2023-09-14,"16","Weekday"
"165C890FDDA8A419","electric_bike",2023-09-28 12:30:55,"2023-09-28 19:24:47","Troy St & North Ave","15653","","","member",5032,"Thursday","2023","09","28","12:30:55",2023-09-28,"12","Weekday"
"74AD29BD964FF941","classic_bike",2023-09-15 22:08:26,"2023-09-16 23:08:18","LaSalle St & Illinois St","13430","","","casual",70192,"Friday","2023","09","15","22:08:26",2023-09-15,"22","Weekday"
"DEABFCA94F0ED44B","electric_bike",2023-09-06 19:21:41,"2023-09-07 01:39:21","LaSalle St & Illinois St","13430","","","member",2860,"Wednesday","2023","09","06","19:21:41",2023-09-06,"19","Weekday"
"B2F2A0DEC5F95961","classic_bike",2023-09-07 13:57:10,"2023-09-08 14:57:04","Larrabee St & Webster Ave","13193","","","member",70194,"Thursday","2023","09","07","13:57:10",2023-09-07,"13","Weekday"
"25E7D4F19B1CB9C6","classic_bike",2023-09-22 23:18:23,"2023-09-24 00:18:17","Wabash Ave & Grand Ave","TA1307000117","","","casual",70194,"Friday","2023","09","22","23:18:23",2023-09-22,"23","Weekday"
"858B9098E87C3FA9","classic_bike",2023-09-02 19:14:29,"2023-09-03 20:14:08","Wabash Ave & Grand Ave","TA1307000117","","","casual",70179,"Saturday","2023","09","02","19:14:29",2023-09-02,"19","Weekend"
"ABFCFE715069AFC4","classic_bike",2023-09-16 18:05:41,"2023-09-17 19:05:24","Wabash Ave & Grand Ave","TA1307000117","","","casual",70183,"Saturday","2023","09","16","18:05:41",2023-09-16,"18","Weekend"
"75034458059261C9","classic_bike",2023-09-03 17:52:23,"2023-09-04 18:52:01","Wabash Ave & Grand Ave","TA1307000117","","","casual",70178,"Sunday","2023","09","03","17:52:23",2023-09-03,"17","Weekend"
"42D899B3710E5E8F","classic_bike",2023-09-01 22:48:14,"2023-09-02 23:47:58","Wabash Ave & Grand Ave","TA1307000117","","","casual",70184,"Friday","2023","09","01","22:48:14",2023-09-01,"22","Weekday"
"AEEBB540B4E54466","classic_bike",2023-09-07 23:24:34,"2023-09-09 00:24:27","Halsted St & 56th St","KA1503000011","","","casual",70193,"Thursday","2023","09","07","23:24:34",2023-09-07,"23","Weekday"
"CC88827387143D7B","classic_bike",2023-09-21 02:54:31,"2023-09-22 03:54:25","Halsted St & 21st St","13162","","","member",70194,"Thursday","2023","09","21","02:54:31",2023-09-21,"02","Weekday"
"F10DC5C839A13348","classic_bike",2023-09-28 19:02:22,"2023-09-29 20:02:09","Clark St & Wrightwood Ave","TA1305000014","","","member",70187,"Thursday","2023","09","28","19:02:22",2023-09-28,"19","Weekday"
"6D41245B05BD51C5","electric_bike",2023-09-23 09:38:53,"2023-09-23 16:24:11","May St & Taylor St","13160","","","member",4518,"Saturday","2023","09","23","09:38:53",2023-09-23,"09","Weekend"
"368D2319FA18E868","classic_bike",2023-09-14 22:25:22,"2023-09-15 23:25:17","Jeffery Blvd & 67th St","KA1503000030","","","casual",70195,"Thursday","2023","09","14","22:25:22",2023-09-14,"22","Weekday"
"FE5F797284CDA3ED","classic_bike",2023-09-21 10:44:06,"2023-09-22 11:44:00","Bennett Ave & 79th St","16970","","","casual",70194,"Thursday","2023","09","21","10:44:06",2023-09-21,"10","Weekday"
"CE60D08603694AF6","classic_bike",2023-09-13 09:34:46,"2023-09-14 10:34:40","Hermitage Ave & Polk St","13080","","","casual",70194,"Wednesday","2023","09","13","09:34:46",2023-09-13,"09","Weekday"
"07333E55CB94CC85","classic_bike",2023-09-17 16:31:58,"2023-09-18 17:31:36","Clinton St & Lake St","13021","","","casual",70178,"Sunday","2023","09","17","16:31:58",2023-09-17,"16","Weekend"
"C6C9DA0C4B6308D4","classic_bike",2023-09-29 16:29:13,"2023-09-30 17:28:52","Hoyne Ave & 47th St","KA1504000091","","","casual",70179,"Friday","2023","09","29","16:29:13",2023-09-29,"16","Weekday"
"E5D1C554FBEDFC1F","classic_bike",2023-09-02 20:11:44,"2023-09-03 21:11:34","Aberdeen St & Monroe St","13156","","","casual",70190,"Saturday","2023","09","02","20:11:44",2023-09-02,"20","Weekend"
"65F1524C9BD6BB12","classic_bike",2023-09-02 20:11:13,"2023-09-03 21:11:08","Aberdeen St & Monroe St","13156","","","casual",70195,"Saturday","2023","09","02","20:11:13",2023-09-02,"20","Weekend"
"3BC70E0B97CEB2F5","classic_bike",2023-09-09 17:49:46,"2023-09-10 18:49:25","Aberdeen St & Monroe St","13156","","","casual",70179,"Saturday","2023","09","09","17:49:46",2023-09-09,"17","Weekend"
"7E0C4B4C5555F78F","classic_bike",2023-09-24 10:57:52,"2023-09-25 11:57:41","California Ave & Francis Pl","13259","","","member",70189,"Sunday","2023","09","24","10:57:52",2023-09-24,"10","Weekend"
"B4EA237DFDA556BF","classic_bike",2023-09-16 21:50:19,"2023-09-17 22:50:09","Wabash Ave & 16th St","SL-012","","","member",70190,"Saturday","2023","09","16","21:50:19",2023-09-16,"21","Weekend"
"3F38FE6CE09D21A6","classic_bike",2023-09-10 17:33:51,"2023-09-11 18:33:28","Wabash Ave & 16th St","SL-012","","","casual",70177,"Sunday","2023","09","10","17:33:51",2023-09-10,"17","Weekend"
"0AD71B2549896886","classic_bike",2023-09-07 21:11:48,"2023-09-08 22:11:28","Indiana Ave & 31st St","TA1308000036","","","member",70180,"Thursday","2023","09","07","21:11:48",2023-09-07,"21","Weekday"
"7A9CF1AE0E5978CF","classic_bike",2023-09-02 09:22:44,"2023-09-03 10:22:23","Emerald Ave & 31st St","TA1309000055","","","casual",70179,"Saturday","2023","09","02","09:22:44",2023-09-02,"09","Weekend"
"F22A4B99D8260904","classic_bike",2023-09-28 18:00:29,"2023-09-29 19:00:24","Green St & Madison St","TA1307000120","","","member",70195,"Thursday","2023","09","28","18:00:29",2023-09-28,"18","Weekday"
"F3172D3A39E0BCF0","classic_bike",2023-09-10 20:19:19,"2023-09-11 17:56:31","Larrabee St & Kingsbury St","TA1306000009","Clifton Ave & Armitage Ave","TA1307000163","casual",58032,"Sunday","2023","09","10","20:19:19",2023-09-10,"20","Weekend"
"85F892758B7CAA94","classic_bike",2023-09-01 15:30:16,"2023-09-02 10:27:13","Clark St & Elm St","TA1307000039","Damen Ave & Pierce Ave","TA1305000041","casual",48417,"Friday","2023","09","01","15:30:16",2023-09-01,"15","Weekday"
"DA3DF07497BD948A","classic_bike",2023-09-10 23:48:37,"2023-09-11 20:31:53","Clark St & North Ave","13128","Buckingham Fountain (Temp)","15541","casual",54796,"Sunday","2023","09","10","23:48:37",2023-09-10,"23","Weekend"
"477CCBA71446CE55","classic_bike",2023-09-22 04:39:05,"2023-09-22 12:49:43","Kingsbury St & Kinzie St","KA1503000043","Lakeview Ave & Fullerton Pkwy","TA1309000019","casual",9638,"Friday","2023","09","22","04:39:05",2023-09-22,"04","Weekday"
"799F49C176BECA7A","classic_bike",2023-09-16 23:37:42,"2023-09-17 08:57:48","Wabash Ave & Grand Ave","TA1307000117","Franklin St & Jackson Blvd","TA1305000025","member",13806,"Saturday","2023","09","16","23:37:42",2023-09-16,"23","Weekend"
"6F1631A4FFCCC922","classic_bike",2023-09-23 06:29:25,"2023-09-23 13:44:48","Dusable Harbor","KA1503000064","Clark St & Armitage Ave","13146","member",6323,"Saturday","2023","09","23","06:29:25",2023-09-23,"06","Weekend"
"5F55EE3575AE0D65","classic_bike",2023-09-05 20:35:22,"2023-09-06 08:23:48","Sedgwick St & Huron St","TA1307000062","Rush St & Hubbard St","KA1503000044","casual",22706,"Tuesday","2023","09","05","20:35:22",2023-09-05,"20","Weekday"
"A6B055C0BB9B14C0","classic_bike",2023-09-23 17:32:42,"2023-09-24 18:32:31","Clinton St & Tilden St","13037","","","casual",70189,"Saturday","2023","09","23","17:32:42",2023-09-23,"17","Weekend"
"2B5E403AF8D5DE4E","classic_bike",2023-09-12 19:18:28,"2023-09-13 20:18:20","Peoria St & Jackson Blvd","13158","","","casual",70192,"Tuesday","2023","09","12","19:18:28",2023-09-12,"19","Weekday"
"0F92219757CD4321","classic_bike",2023-09-01 17:34:03,"2023-09-02 18:33:41","Larrabee St & Kingsbury St","TA1306000009","","","member",70178,"Friday","2023","09","01","17:34:03",2023-09-01,"17","Weekday"
"49169AA868AF34F4","classic_bike",2023-09-23 13:11:31,"2023-09-24 14:11:10","DuSable Lake Shore Dr & Diversey Pkwy","TA1309000039","","","casual",70179,"Saturday","2023","09","23","13:11:31",2023-09-23,"13","Weekend"
"15600F5E6DA4318E","classic_bike",2023-09-03 16:56:15,"2023-09-04 17:56:09","Clarendon Ave & Leland Ave","TA1307000119","","","casual",70194,"Sunday","2023","09","03","16:56:15",2023-09-03,"16","Weekend"
"0F3D6F4ED1EDD729","classic_bike",2023-09-03 16:55:11,"2023-09-04 17:55:05","Clarendon Ave & Leland Ave","TA1307000119","","","casual",70194,"Sunday","2023","09","03","16:55:11",2023-09-03,"16","Weekend"
"219441A53A332706","classic_bike",2023-09-23 15:42:52,"2023-09-24 16:42:47","Federal St & Polk St","SL-008","","","casual",70195,"Saturday","2023","09","23","15:42:52",2023-09-23,"15","Weekend"
"F07D2FB527139FF1","classic_bike",2023-09-10 21:19:31,"2023-09-11 22:19:26","Broadway & Argyle St","13108","","","member",70195,"Sunday","2023","09","10","21:19:31",2023-09-10,"21","Weekend"
"5F81B2D171FB2402","classic_bike",2023-09-02 21:10:18,"2023-09-03 22:10:13","Larrabee St & Armitage Ave","TA1309000006","","","casual",70195,"Saturday","2023","09","02","21:10:18",2023-09-02,"21","Weekend"
"B6DE4C93E8C03189","classic_bike",2023-09-04 11:17:53,"2023-09-05 12:17:48","Montrose Harbor","TA1308000012","","","casual",70195,"Monday","2023","09","04","11:17:53",2023-09-04,"11","Weekday"
"5728683C7B61A2C1","classic_bike",2023-09-04 16:03:44,"2023-09-05 17:03:39","Montrose Harbor","TA1308000012","","","casual",70195,"Monday","2023","09","04","16:03:44",2023-09-04,"16","Weekday"
"FE084E8CBDFA899F","classic_bike",2023-09-15 19:34:26,"2023-09-16 20:34:19","Clark St & Lake St","KA1503000012","","","casual",70193,"Friday","2023","09","15","19:34:26",2023-09-15,"19","Weekday"
"FC2C9476F24330BF","classic_bike",2023-09-07 18:52:54,"2023-09-08 19:52:50","Canal St & Taylor St","15550","","","member",70196,"Thursday","2023","09","07","18:52:54",2023-09-07,"18","Weekday"
"AAB58671CC903257","classic_bike",2023-09-15 14:12:08,"2023-09-16 15:11:46","Morgan St & Polk St","TA1307000130","","","member",70178,"Friday","2023","09","15","14:12:08",2023-09-15,"14","Weekday"
"22387E373D64F714","classic_bike",2023-09-26 10:44:25,"2023-09-27 11:44:03","Theater on the Lake","TA1308000001","","","casual",70178,"Tuesday","2023","09","26","10:44:25",2023-09-26,"10","Weekday"
"D760E7A8A940FB0C","classic_bike",2023-09-02 23:38:20,"2023-09-04 00:37:58","Millennium Park","13008","","","casual",70178,"Saturday","2023","09","02","23:38:20",2023-09-02,"23","Weekend"
"76EE1FD48CEDB40E","classic_bike",2023-09-03 22:30:51,"2023-09-04 23:30:42","Millennium Park","13008","","","casual",70191,"Sunday","2023","09","03","22:30:51",2023-09-03,"22","Weekend"
"6B53CFD843AD6AF5","classic_bike",2023-09-04 19:29:16,"2023-09-05 20:28:55","Pine Grove Ave & Waveland Ave","TA1307000150","","","casual",70179,"Monday","2023","09","04","19:29:16",2023-09-04,"19","Weekday"
"1DDFD7A6BFAFD45E","classic_bike",2023-09-22 14:56:44,"2023-09-23 15:56:38","Drexel Ave & 60th St","22005","","","casual",70194,"Friday","2023","09","22","14:56:44",2023-09-22,"14","Weekday"
"034EDD895CD56F4E","classic_bike",2023-09-16 23:30:51,"2023-09-18 00:30:46","Pine Grove Ave & Waveland Ave","TA1307000150","","","casual",70195,"Saturday","2023","09","16","23:30:51",2023-09-16,"23","Weekend"
"1D1AF6CB09860F69","classic_bike",2023-09-01 13:03:36,"2023-09-02 14:03:15","Theater on the Lake","TA1308000001","","","member",70179,"Friday","2023","09","01","13:03:36",2023-09-01,"13","Weekday"
"1AE01F20D695B3D1","classic_bike",2023-09-09 19:56:23,"2023-09-10 20:56:17","LaSalle St & Adams St","KA1503000034","","","casual",70194,"Saturday","2023","09","09","19:56:23",2023-09-09,"19","Weekend"
"CAB159176223BE13","classic_bike",2023-09-23 12:13:23,"2023-09-24 13:13:17","Millennium Park","13008","","","casual",70194,"Saturday","2023","09","23","12:13:23",2023-09-23,"12","Weekend"
"EF3E65A5BFB72434","classic_bike",2023-09-15 23:19:46,"2023-09-17 00:19:26","Burnham Harbor","15545","","","casual",70180,"Friday","2023","09","15","23:19:46",2023-09-15,"23","Weekday"
"C1831DEF8F92A7F3","classic_bike",2023-09-05 08:32:37,"2023-09-06 09:32:28","Orleans St & Hubbard St","636","","","casual",70191,"Tuesday","2023","09","05","08:32:37",2023-09-05,"08","Weekday"
"04C7126B8ECC78F1","classic_bike",2023-09-21 16:10:41,"2023-09-22 17:10:31","Eckhart Park","13289","","","member",70190,"Thursday","2023","09","21","16:10:41",2023-09-21,"16","Weekday"
"5AD7F4B16360B8D2","classic_bike",2023-09-12 08:46:48,"2023-09-13 09:46:42","Leavitt St & Belmont Ave","KA17018068","","","member",70194,"Tuesday","2023","09","12","08:46:48",2023-09-12,"08","Weekday"
"47345B98A32ADB51","classic_bike",2023-09-09 19:05:06,"2023-09-10 08:32:52","Paulina St & Montrose Ave","TA1309000021","Clark St & Lunt Ave","KA1504000162","casual",28666,"Saturday","2023","09","09","19:05:06",2023-09-09,"19","Weekend"
"1093E4A4CB0BA133","classic_bike",2023-09-05 13:19:43,"2023-09-06 09:32:57","California Ave & 26th St","15692","Blue Island Ave & 18th St","13135","casual",52994,"Tuesday","2023","09","05","13:19:43",2023-09-05,"13","Weekday"
"FEE3E482FB98B542","classic_bike",2023-09-18 21:36:16,"2023-09-19 06:53:26","Clark St & Lake St","KA1503000012","LaSalle St & Washington St","13006","member",13630,"Monday","2023","09","18","21:36:16",2023-09-18,"21","Weekday"
"E57075565779F4A0","classic_bike",2023-09-02 16:38:02,"2023-09-03 04:49:41","Indiana Ave & Roosevelt Rd","SL-005","Michigan Ave & Jackson Blvd","TA1309000002","casual",24099,"Saturday","2023","09","02","16:38:02",2023-09-02,"16","Weekend"
"7D970F2DBABF38AE","classic_bike",2023-09-20 18:44:18,"2023-09-21 08:56:57","Indiana Ave & Roosevelt Rd","SL-005","Michigan Ave & Jackson Blvd","TA1309000002","casual",31359,"Wednesday","2023","09","20","18:44:18",2023-09-20,"18","Weekday"
"D2A959E3DBA183A3","classic_bike",2023-09-02 20:02:59,"2023-09-03 01:52:46","Clark St & Newport St","632","Clark St & Newport St","632","casual",1187,"Saturday","2023","09","02","20:02:59",2023-09-02,"20","Weekend"
"761100E7B9E4D34F","classic_bike",2023-09-12 15:33:36,"2023-09-13 08:26:59","Field Blvd & South Water St","15534","Wentworth Ave & Cermak Rd*","chargingstx07","casual",41003,"Tuesday","2023","09","12","15:33:36",2023-09-12,"15","Weekday"
"A5329900CD818A44","classic_bike",2023-09-13 18:15:19,"2023-09-14 10:07:25","Dearborn St & Erie St","13045","DuSable Lake Shore Dr & North Blvd","LF-005","member",37326,"Wednesday","2023","09","13","18:15:19",2023-09-13,"18","Weekday"
"61FCB77A37E760EF","classic_bike",2023-09-17 02:12:08,"2023-09-17 13:29:07","Michigan Ave & 18th St","13150","Michigan Ave & 18th St","13150","casual",20819,"Sunday","2023","09","17","02:12:08",2023-09-17,"02","Weekend"
"AFD7B894CC3D4E3A","classic_bike",2023-09-22 17:02:04,"2023-09-23 00:14:28","Ada St & Washington Blvd","13353","Ada St & Washington Blvd","13353","casual",6144,"Friday","2023","09","22","17:02:04",2023-09-22,"17","Weekday"
"84F71A02C3196929","classic_bike",2023-09-07 17:55:40,"2023-09-08 10:42:42","Halsted St & Dickens Ave","13192","Southport Ave & Waveland Ave","13235","casual",40622,"Thursday","2023","09","07","17:55:40",2023-09-07,"17","Weekday"
"902A3CF5B832F604","classic_bike",2023-09-24 21:53:49,"2023-09-25 18:22:20","Indiana Ave & Roosevelt Rd","SL-005","Clark St & Ida B Wells Dr","TA1305000009","casual",53911,"Sunday","2023","09","24","21:53:49",2023-09-24,"21","Weekend"
"CB4DBDC225D1D610","classic_bike",2023-09-20 10:54:58,"2023-09-20 17:14:52","Chicago Ave & Sheridan Rd","E008","Benson Ave & Church St","596","member",2994,"Wednesday","2023","09","20","10:54:58",2023-09-20,"10","Weekday"
"318AC68021BDBD1B","classic_bike",2023-09-04 12:22:02,"2023-09-05 13:21:47","Ravenswood Ave & Lawrence Ave","TA1309000066","","","casual",70185,"Monday","2023","09","04","12:22:02",2023-09-04,"12","Weekday"
"9B40DAFB05D8AC57","classic_bike",2023-09-16 02:11:09,"2023-09-17 03:11:03","State St & 76th St","572","","","casual",70194,"Saturday","2023","09","16","02:11:09",2023-09-16,"02","Weekend"
"CBF9FC40B4B7B16E","classic_bike",2023-09-01 13:13:09,"2023-09-02 14:12:46","New St & Illinois St","TA1306000013","","","casual",70177,"Friday","2023","09","01","13:13:09",2023-09-01,"13","Weekday"
"3FAD631143401D92","classic_bike",2023-09-16 21:05:38,"2023-09-17 22:05:29","New St & Illinois St","TA1306000013","","","casual",70191,"Saturday","2023","09","16","21:05:38",2023-09-16,"21","Weekend"
"538EA411DC3BC0E6","classic_bike",2023-09-13 19:33:37,"2023-09-14 20:33:23","Wells St & Huron St","TA1306000012","","","casual",70186,"Wednesday","2023","09","13","19:33:37",2023-09-13,"19","Weekday"
"98020D95DE90146F","classic_bike",2023-09-01 16:45:32,"2023-09-02 17:45:28","DuSable Lake Shore Dr & Monroe St","13300","","","casual",70196,"Friday","2023","09","01","16:45:32",2023-09-01,"16","Weekday"
"877CDC03E6760186","classic_bike",2023-09-02 17:45:12,"2023-09-03 18:45:03","DuSable Lake Shore Dr & Monroe St","13300","","","casual",70191,"Saturday","2023","09","02","17:45:12",2023-09-02,"17","Weekend"
"21741BF5EA4E609E","classic_bike",2023-09-23 19:10:36,"2023-09-24 20:10:32","DuSable Lake Shore Dr & Monroe St","13300","","","casual",70196,"Saturday","2023","09","23","19:10:36",2023-09-23,"19","Weekend"
"4F30C14668415F18","classic_bike",2023-09-29 23:47:05,"2023-10-01 00:46:58","DuSable Lake Shore Dr & Monroe St","13300","","","casual",70193,"Friday","2023","09","29","23:47:05",2023-09-29,"23","Weekday"
"528CFC3A2B84E7CE","electric_bike",2023-09-07 16:08:58,"2023-09-08 00:08:54","Southport Ave & Clark St","TA1308000047","","","casual",8996,"Thursday","2023","09","07","16:08:58",2023-09-07,"16","Weekday"
"53554783E7E3A7FB","classic_bike",2023-09-09 17:10:13,"2023-09-10 18:10:07","Shore Dr & 55th St","TA1308000009","","","casual",70194,"Saturday","2023","09","09","17:10:13",2023-09-09,"17","Weekend"
"F9FAF0DD6DAD15B2","classic_bike",2023-09-03 18:14:09,"2023-09-04 19:14:04","DuSable Lake Shore Dr & Monroe St","13300","","","member",70195,"Sunday","2023","09","03","18:14:09",2023-09-03,"18","Weekend"
